Idade,Score,Limite_Credito,Inadimplente,Cidade,Emprego,Renda_Mensal
47,660,7380,0,Rio de Janeiro,Estudante,561
26,821,9524,0,Rio de Janeiro,Assalariado,2538
35,359,4835,0,São Paulo,Assalariado,2421
52,313,4348,0,Salvador,Assalariado,2683
35,795,9458,0,Porto Alegre,Autônomo,4521
39,762,8676,0,Fortaleza,Desempregado,98
37,749,6360,0,Rio de Janeiro,Autônomo,4779
66,751,9378,0,Salvador,Autônomo,4735
57,755,7423,0,Porto Alegre,Estudante,1978
52,440,5956,0,Belo Horizonte,Desempregado,518
67,628,7571,0,Porto Alegre,Estudante,1418
68,818,7563,0,Rio de Janeiro,Estudante,1523
22,530,4383,1,Belo Horizonte,Desempregado,1470
42,676,7290,1,São Paulo,Assalariado,3265
35,351,1874,1,Belo Horizonte,Autônomo,4513
53,391,5443,0,Fortaleza,Estudante,1509
29,382,5423,1,Salvador,Assalariado,3025
69,716,8839,0,Fortaleza,Assalariado,3940
62,310,3128,1,Salvador,Estudante,1084
66,648,5486,0,Fortaleza,Desempregado,156
46,603,7818,0,Porto Alegre,Empresário,9146
67,583,4749,0,São Paulo,Desempregado,-107
38,762,8515,1,Fortaleza,Desempregado,428
56,664,8385,0,Salvador,Assalariado,2566
53,685,6934,0,Salvador,Autônomo,4049
40,708,6339,0,São Paulo,Autônomo,5331
24,343,2933,0,Belo Horizonte,Estudante,62
19,691,5213,0,Porto Alegre,Empresário,10586
21,329,2817,0,Belo Horizonte,Assalariado,3294
63,335,2003,0,Salvador,Estudante,1621
62,667,5903,0,Salvador,Autônomo,4000
22,316,2261,1,Porto Alegre,Assalariado,3161
45,586,7180,0,Fortaleza,Desempregado,363
57,579,6151,0,Belo Horizonte,Estudante,68
40,695,8040,0,Porto Alegre,Assalariado,2125
62,678,8057,0,Fortaleza,Autônomo,4282
23,762,8363,0,São Paulo,Autônomo,5739
28,767,8562,0,Fortaleza,Assalariado,3368
49,398,5173,1,Salvador,Assalariado,2831
43,540,6906,0,Belo Horizonte,Desempregado,106
58,544,4980,0,São Paulo,Desempregado,875
50,690,6402,0,Rio de Janeiro,Assalariado,3363
29,710,8886,0,Rio de Janeiro,Assalariado,3565
34,381,3028,0,Porto Alegre,Empresário,9964
35,806,7762,0,Belo Horizonte,Desempregado,936
43,569,5400,0,Belo Horizonte,Assalariado,2573
58,480,4956,1,Porto Alegre,Desempregado,824
23,333,3243,0,São Paulo,Estudante,1342
35,576,5279,0,Rio de Janeiro,Assalariado,3143
60,728,8674,0,Fortaleza,Estudante,1694
19,384,2383,0,Fortaleza,Estudante,1275
57,405,4919,0,Belo Horizonte,Estudante,1285
18,750,8923,0,São Paulo,Autônomo,4121
23,702,6960,1,Rio de Janeiro,Desempregado,-45
68,554,7375,1,São Paulo,Autônomo,4427
55,577,4538,1,Salvador,Autônomo,5359
63,819,7918,0,Porto Alegre,Desempregado,266
53,592,5716,0,Rio de Janeiro,Estudante,1960
64,786,8675,0,Rio de Janeiro,Autônomo,4971
27,514,5012,0,Fortaleza,Assalariado,2515
26,731,5725,0,Salvador,Desempregado,271
37,306,2919,0,Porto Alegre,Assalariado,2179
65,674,4918,1,São Paulo,Autônomo,5004
40,319,4467,0,São Paulo,Estudante,821
56,648,7440,0,Fortaleza,Estudante,1266
33,368,4400,0,São Paulo,Desempregado,415
66,377,3228,1,Porto Alegre,Estudante,20
44,579,4881,0,Salvador,Empresário,9869
68,689,5744,0,Salvador,Desempregado,1149
59,789,6540,0,São Paulo,Estudante,525
64,545,5542,0,Belo Horizonte,Autônomo,5351
63,842,6519,0,Belo Horizonte,Autônomo,5264
66,612,5281,0,Porto Alegre,Empresário,9192
61,400,2260,0,Fortaleza,Desempregado,1141
69,685,7710,0,Rio de Janeiro,Assalariado,2236
44,817,9532,0,Porto Alegre,Assalariado,3679
40,598,4415,0,São Paulo,Empresário,10557
35,781,8945,0,São Paulo,Empresário,9358
68,834,7746,0,Rio de Janeiro,Empresário,10119
23,322,2768,0,Porto Alegre,Autônomo,5082
67,838,10123,0,São Paulo,Empresário,10592
32,503,5311,0,Porto Alegre,Desempregado,586
22,607,7420,1,Belo Horizonte,Estudante,1952
51,529,6806,0,Rio de Janeiro,Autônomo,5823
32,615,6727,1,São Paulo,Assalariado,3719
26,421,5862,0,Salvador,Desempregado,1146
34,309,2641,0,Rio de Janeiro,Desempregado,-429
65,456,3093,0,São Paulo,Estudante,313
39,602,6300,1,Porto Alegre,Autônomo,5884
28,520,6622,1,São Paulo,Desempregado,67
27,516,5792,1,Rio de Janeiro,Estudante,255
48,731,8979,0,Belo Horizonte,Desempregado,331
68,506,3400,1,Porto Alegre,Empresário,10399
20,494,6640,0,São Paulo,Estudante,898
25,319,2213,1,São Paulo,Assalariado,2572
44,585,4297,1,Rio de Janeiro,Estudante,572
55,362,3081,0,Rio de Janeiro,Assalariado,3812
32,365,2088,0,Porto Alegre,Estudante,1830
57,636,4841,1,Belo Horizonte,Empresário,10465
68,348,4788,1,Rio de Janeiro,Assalariado,3957
56,801,9602,0,Belo Horizonte,Empresário,10703
40,795,8033,1,Rio de Janeiro,Empresário,9091
21,601,7956,0,Rio de Janeiro,Desempregado,-357
41,701,5435,0,Fortaleza,Desempregado,1190
27,732,7816,0,Rio de Janeiro,Desempregado,-272
21,701,7346,0,Salvador,Estudante,89
56,652,6971,0,Salvador,Desempregado,989
46,462,5203,1,Belo Horizonte,Assalariado,3623
53,372,2396,0,Fortaleza,Estudante,1913
61,457,4673,0,Fortaleza,Assalariado,3404
40,418,2399,1,Porto Alegre,Estudante,1830
67,410,3762,0,Porto Alegre,Autônomo,4366
63,467,5073,0,Belo Horizonte,Autônomo,5576
59,504,6562,0,Rio de Janeiro,Assalariado,2748
45,841,6970,0,São Paulo,Empresário,10134
69,624,6303,1,Fortaleza,Autônomo,5126
52,487,3155,0,São Paulo,Assalariado,3657
68,559,5240,1,Porto Alegre,Desempregado,-383
46,320,3872,1,Rio de Janeiro,Desempregado,1080
66,652,6418,1,Porto Alegre,Estudante,1832
27,639,4944,0,São Paulo,Empresário,9107
39,397,5664,0,Belo Horizonte,Estudante,740
43,364,3606,0,Salvador,Estudante,1849
65,490,4210,1,Salvador,Empresário,10546
60,645,7202,0,Belo Horizonte,Estudante,244
47,634,7476,0,Belo Horizonte,Empresário,9920
25,704,5055,1,Salvador,Empresário,10601
34,703,5722,0,Salvador,Assalariado,2138
39,499,6118,0,Porto Alegre,Autônomo,5357
40,550,6193,1,Rio de Janeiro,Autônomo,5542
60,688,6447,0,Salvador,Autônomo,5143
26,776,5866,0,Belo Horizonte,Assalariado,2943
56,372,3248,0,Porto Alegre,Autônomo,5616
63,827,9900,0,Porto Alegre,Assalariado,3385
48,716,5419,1,Fortaleza,Autônomo,4512
39,619,7541,0,Rio de Janeiro,Estudante,1619
68,700,5608,0,Salvador,Empresário,9033
64,783,6612,0,São Paulo,Assalariado,2407
43,760,7053,0,Salvador,Autônomo,4872
37,816,6778,0,Rio de Janeiro,Estudante,706
66,836,8750,0,São Paulo,Empresário,10896
54,497,6447,1,Salvador,Empresário,10467
32,616,5698,0,São Paulo,Autônomo,4858
52,717,5631,0,Salvador,Empresário,10712
44,442,4208,1,Salvador,Desempregado,636
41,314,4875,1,Fortaleza,Autônomo,4243
31,712,7556,0,Fortaleza,Empresário,10592
49,639,7129,0,Belo Horizonte,Empresário,10133
24,778,6948,0,Porto Alegre,Empresário,10061
35,438,3758,0,Rio de Janeiro,Empresário,10756
39,484,2873,0,Porto Alegre,Desempregado,506
50,535,6648,0,Salvador,Assalariado,3237
21,713,9033,0,Belo Horizonte,Assalariado,3002
66,725,7928,0,Porto Alegre,Assalariado,2954
39,446,5627,0,Fortaleza,Autônomo,5913
47,532,5104,0,Salvador,Assalariado,3903
52,484,3646,1,Salvador,Estudante,1896
35,843,8934,0,Porto Alegre,Empresário,9800
54,821,9191,0,Fortaleza,Assalariado,3866
57,703,7814,0,Fortaleza,Desempregado,613
33,821,8555,0,Belo Horizonte,Estudante,1943
33,663,6087,0,Porto Alegre,Autônomo,4265
43,781,9399,0,São Paulo,Empresário,10401
45,336,2389,0,Porto Alegre,Autônomo,5158
32,357,3614,0,Salvador,Desempregado,1192
53,528,6305,0,Fortaleza,Estudante,569
58,761,8111,0,Salvador,Autônomo,4011
42,703,5169,0,Fortaleza,Autônomo,4841
52,488,5745,1,Porto Alegre,Estudante,127
26,739,8350,0,Porto Alegre,Empresário,9330
30,386,3190,0,Porto Alegre,Empresário,10959
37,535,7036,0,São Paulo,Desempregado,742
61,392,4249,0,Salvador,Autônomo,4598
23,444,6086,0,São Paulo,Assalariado,3170
20,467,4000,0,Rio de Janeiro,Autônomo,5900
60,492,5282,0,Rio de Janeiro,Estudante,1037
18,639,6100,0,Belo Horizonte,Desempregado,1106
26,646,5385,0,São Paulo,Autônomo,4958
43,826,10087,0,Porto Alegre,Empresário,9944
35,740,8383,0,São Paulo,Desempregado,1282
37,525,6017,0,Salvador,Estudante,881
67,619,6230,1,Rio de Janeiro,Estudante,1240
69,433,3739,1,Salvador,Assalariado,3091
60,579,6260,0,Rio de Janeiro,Desempregado,1413
46,511,5070,1,Belo Horizonte,Desempregado,1060
36,738,7904,0,Rio de Janeiro,Estudante,738
63,834,9329,0,Fortaleza,Assalariado,3285
32,342,2739,1,Porto Alegre,Autônomo,4574
30,763,8896,0,Fortaleza,Autônomo,5976
33,666,7659,0,Rio de Janeiro,Desempregado,220
20,359,2701,0,Rio de Janeiro,Autônomo,5157
61,660,6942,0,Porto Alegre,Autônomo,5078
35,769,6122,0,Rio de Janeiro,Assalariado,2592
40,496,5561,0,Salvador,Estudante,915
67,334,2766,0,Fortaleza,Desempregado,737
33,479,4464,0,Belo Horizonte,Estudante,1515
51,426,5894,1,Porto Alegre,Assalariado,3670
58,547,6105,1,São Paulo,Empresário,10224
59,828,10097,0,Fortaleza,Estudante,1157
64,631,4799,0,Belo Horizonte,Empresário,10219
35,703,6569,0,Porto Alegre,Autônomo,5982
36,559,7272,0,São Paulo,Empresário,9830
46,402,5926,1,São Paulo,Estudante,1927
22,810,6938,0,São Paulo,Autônomo,4258
61,533,3492,0,Rio de Janeiro,Assalariado,3459
46,609,6919,0,São Paulo,Empresário,10220
22,693,6669,0,Belo Horizonte,Desempregado,98
32,635,6281,1,Fortaleza,Autônomo,4328
22,420,3315,0,Rio de Janeiro,Autônomo,5817
69,350,4989,0,São Paulo,Assalariado,2736
63,312,1877,0,Belo Horizonte,Estudante,1355
54,768,8117,0,Rio de Janeiro,Empresário,9418
22,394,5265,0,Porto Alegre,Desempregado,462
62,512,6375,0,Fortaleza,Assalariado,3193
30,758,9148,0,Fortaleza,Estudante,1603
39,328,2062,1,Salvador,Assalariado,2681
58,742,6167,1,Belo Horizonte,Estudante,877
23,661,7868,1,Belo Horizonte,Desempregado,657
66,619,4251,0,Rio de Janeiro,Assalariado,3154
31,437,6113,0,Fortaleza,Empresário,9512
49,576,5047,0,Porto Alegre,Estudante,493
30,746,7504,0,São Paulo,Autônomo,4542
62,654,6505,0,Belo Horizonte,Desempregado,-185
42,560,6934,0,Belo Horizonte,Desempregado,339
64,541,5017,1,Fortaleza,Autônomo,4005
49,724,6595,0,Salvador,Assalariado,2459
32,398,4293,1,Fortaleza,Empresário,10072
35,631,4917,0,Belo Horizonte,Assalariado,3255
40,487,5464,0,Salvador,Autônomo,5914
42,716,7673,0,Belo Horizonte,Assalariado,2300
52,577,6655,0,Porto Alegre,Desempregado,-356
42,631,8070,0,Belo Horizonte,Empresário,9477
41,487,6572,1,Belo Horizonte,Empresário,10233
64,310,4177,1,Salvador,Empresário,9998
28,749,6265,0,Belo Horizonte,Assalariado,2813
39,693,7628,0,Fortaleza,Empresário,9492
26,656,7589,0,Salvador,Autônomo,5523
65,429,5462,0,São Paulo,Autônomo,5728
64,488,3556,1,Rio de Janeiro,Estudante,169
54,395,2155,1,Porto Alegre,Empresário,10671
33,637,4825,0,Porto Alegre,Estudante,508
64,329,3820,1,Porto Alegre,Autônomo,5675
28,389,4715,0,Rio de Janeiro,Desempregado,435
60,809,7566,0,Salvador,Assalariado,3642
68,772,5772,0,Rio de Janeiro,Empresário,9638
23,471,4351,0,Belo Horizonte,Empresário,10049
31,783,7073,0,Salvador,Desempregado,124
60,308,1416,1,Porto Alegre,Desempregado,1258
20,592,6331,0,Fortaleza,Autônomo,4397
58,467,2678,0,São Paulo,Autônomo,4503
29,649,4906,0,São Paulo,Estudante,133
27,425,6247,0,Salvador,Desempregado,518
54,315,1643,0,Fortaleza,Autônomo,5513
46,574,6260,0,Porto Alegre,Assalariado,2750
59,528,4623,0,São Paulo,Assalariado,3151
60,447,3907,1,Belo Horizonte,Desempregado,1386
23,483,6397,0,Belo Horizonte,Empresário,10429
41,463,6203,1,Rio de Janeiro,Autônomo,4729
19,439,4571,1,São Paulo,Desempregado,1259
21,703,7474,0,Fortaleza,Assalariado,2180
67,312,1834,0,Belo Horizonte,Assalariado,3935
58,665,7466,0,Belo Horizonte,Estudante,1194
28,490,3549,0,Porto Alegre,Assalariado,2176
28,724,8058,0,Belo Horizonte,Autônomo,4778
30,563,6266,0,Rio de Janeiro,Estudante,1070
29,501,5939,1,Fortaleza,Empresário,9056
42,617,7699,0,São Paulo,Empresário,9440
37,754,7344,0,Porto Alegre,Desempregado,-334
26,357,5066,1,Belo Horizonte,Assalariado,3561
59,839,8002,0,São Paulo,Autônomo,4908
51,328,1674,1,Salvador,Assalariado,2203
40,632,7228,0,Porto Alegre,Empresário,9002
50,480,6675,1,São Paulo,Empresário,10773
50,757,7407,0,Rio de Janeiro,Empresário,9518
22,709,8426,1,São Paulo,Autônomo,5703
44,763,9079,0,São Paulo,Desempregado,1469
49,471,6324,0,Salvador,Empresário,10659
64,592,5362,0,São Paulo,Assalariado,3879
21,537,6920,0,Belo Horizonte,Autônomo,5957
59,742,8422,0,Fortaleza,Estudante,885
35,620,5028,0,Rio de Janeiro,Desempregado,664
19,467,6446,0,São Paulo,Estudante,1549
30,624,7623,1,Fortaleza,Assalariado,3450
46,827,7979,0,Rio de Janeiro,Autônomo,5278
48,586,7357,0,Rio de Janeiro,Empresário,10942
62,312,4336,1,Salvador,Assalariado,3729
57,691,6620,0,Porto Alegre,Empresário,9458
60,397,2849,1,Rio de Janeiro,Empresário,9607
46,541,6908,0,Rio de Janeiro,Desempregado,194
26,608,7860,0,Fortaleza,Desempregado,208
48,318,4033,0,Fortaleza,Assalariado,3624
66,672,5096,0,Rio de Janeiro,Empresário,9060
56,637,5777,0,Salvador,Empresário,9253
59,374,5571,1,Salvador,Estudante,1268
55,557,5231,0,São Paulo,Assalariado,2892
26,435,3218,0,Belo Horizonte,Empresário,9326
40,606,7861,0,Fortaleza,Autônomo,5922
35,546,4360,1,Salvador,Empresário,9323
54,581,7241,0,Porto Alegre,Assalariado,3196
36,410,2128,1,Belo Horizonte,Desempregado,1251
35,620,7721,0,Rio de Janeiro,Desempregado,672
47,476,4686,1,São Paulo,Autônomo,4364
41,662,6268,0,Porto Alegre,Autônomo,5408
61,632,4834,0,Salvador,Estudante,898
32,696,8475,0,Rio de Janeiro,Empresário,10263
18,681,6335,1,Fortaleza,Empresário,9850
19,307,4490,0,Fortaleza,Autônomo,5038
35,498,3401,0,Belo Horizonte,Empresário,10864
66,687,5280,0,Belo Horizonte,Desempregado,1441
62,527,7170,0,Rio de Janeiro,Empresário,9629
32,428,4895,0,Rio de Janeiro,Estudante,757
34,813,7235,0,São Paulo,Desempregado,1110
24,565,6414,0,Porto Alegre,Estudante,1416
33,499,6104,1,Fortaleza,Desempregado,1479
18,361,2919,0,Fortaleza,Assalariado,3224
28,580,6608,0,Fortaleza,Assalariado,2655
27,786,6334,0,Belo Horizonte,Assalariado,3743
66,846,7288,0,Porto Alegre,Assalariado,3925
54,313,4158,1,Fortaleza,Desempregado,1031
63,655,6214,1,Salvador,Assalariado,2963
26,786,8389,0,Porto Alegre,Autônomo,4522
59,740,8015,0,Belo Horizonte,Autônomo,5645
41,624,7573,0,São Paulo,Desempregado,510
32,807,9694,0,Rio de Janeiro,Empresário,9446
60,792,8940,0,Porto Alegre,Autônomo,5624
35,527,4803,1,Rio de Janeiro,Empresário,9491
20,374,5643,0,São Paulo,Autônomo,5086
59,363,5451,0,Salvador,Autônomo,4263
47,469,4008,0,Porto Alegre,Empresário,10069
43,759,7805,0,Salvador,Estudante,345
18,779,7555,0,Salvador,Autônomo,4738
54,455,4657,0,Salvador,Estudante,1426
64,760,9120,0,Fortaleza,Estudante,846
52,305,2792,1,Porto Alegre,Empresário,9805
18,840,7981,0,Rio de Janeiro,Estudante,657
65,469,5559,0,Belo Horizonte,Empresário,10463
26,633,5567,1,Salvador,Desempregado,285
37,329,2451,0,Salvador,Estudante,323
41,609,6804,0,São Paulo,Desempregado,1075
59,454,4363,1,Porto Alegre,Autônomo,5928
33,406,5124,1,Fortaleza,Autônomo,5448
22,577,4339,0,Salvador,Autônomo,4644
30,620,5623,0,Fortaleza,Empresário,9227
40,350,3730,0,São Paulo,Autônomo,5865
31,566,4615,0,Porto Alegre,Estudante,1845
26,499,5229,0,Porto Alegre,Estudante,1277
31,397,4337,1,São Paulo,Assalariado,3884
47,496,6393,1,Salvador,Estudante,1729
29,356,4590,0,Fortaleza,Desempregado,620
36,776,8572,0,Belo Horizonte,Assalariado,3590
27,344,2464,0,Belo Horizonte,Estudante,1578
50,792,5955,0,Fortaleza,Autônomo,5232
54,533,5272,0,Porto Alegre,Empresário,9108
41,704,7782,0,Rio de Janeiro,Empresário,9731
36,627,4656,0,Rio de Janeiro,Autônomo,5430
68,473,2896,0,Rio de Janeiro,Estudante,209
28,578,6880,0,Salvador,Desempregado,1114
23,524,3893,1,Fortaleza,Desempregado,1341
62,734,6801,0,Rio de Janeiro,Autônomo,4177
41,814,7103,0,Rio de Janeiro,Assalariado,2981
49,703,8922,1,Salvador,Desempregado,220
61,531,6426,1,Belo Horizonte,Autônomo,5096
40,776,5800,1,Fortaleza,Desempregado,684
50,599,7989,0,Fortaleza,Desempregado,-375
38,362,3216,0,São Paulo,Autônomo,4886
37,716,6496,1,Rio de Janeiro,Assalariado,2259
32,411,4501,0,Porto Alegre,Desempregado,1144
47,780,6581,0,Rio de Janeiro,Desempregado,982
31,741,9199,1,Fortaleza,Desempregado,851
48,786,7627,0,Rio de Janeiro,Assalariado,2007
29,425,4233,0,São Paulo,Assalariado,3852
25,612,5534,0,São Paulo,Empresário,10705
23,828,9062,0,Porto Alegre,Desempregado,329
62,432,5944,0,Fortaleza,Assalariado,3574
49,482,4451,1,São Paulo,Desempregado,1445
57,366,2062,0,Fortaleza,Estudante,1454
23,604,5670,0,Fortaleza,Desempregado,127
25,779,6042,0,Porto Alegre,Estudante,576
34,412,4733,0,Belo Horizonte,Empresário,10098
47,719,6754,1,São Paulo,Desempregado,81
23,694,7539,0,Belo Horizonte,Empresário,10891
36,681,7342,1,Belo Horizonte,Assalariado,3673
23,316,4116,1,Fortaleza,Assalariado,2807
38,614,6398,0,Fortaleza,Empresário,10147
31,788,6057,0,São Paulo,Assalariado,2032
31,434,3056,0,Fortaleza,Empresário,9381
53,684,8402,0,Salvador,Empresário,9808
35,786,8097,0,Salvador,Desempregado,-265
68,571,5266,0,Belo Horizonte,Empresário,10433
61,592,3993,0,Belo Horizonte,Autônomo,5655
25,635,4624,0,Rio de Janeiro,Desempregado,326
43,749,5533,0,Salvador,Autônomo,4679
20,342,3512,0,Rio de Janeiro,Estudante,925
36,608,7310,1,São Paulo,Empresário,9719
46,377,2063,0,Salvador,Estudante,1752
55,433,4879,0,São Paulo,Estudante,1818
34,318,4458,1,São Paulo,Autônomo,5439
32,564,6054,0,São Paulo,Desempregado,386
22,495,4639,0,São Paulo,Desempregado,-100
40,332,3186,1,São Paulo,Desempregado,623
22,516,5608,0,Porto Alegre,Assalariado,2808
59,580,6687,0,Salvador,Assalariado,3815
35,640,8329,0,Belo Horizonte,Autônomo,5149
33,715,6554,0,Belo Horizonte,Estudante,1181
54,510,4470,0,Belo Horizonte,Assalariado,2348
55,631,5680,0,Porto Alegre,Assalariado,2380
44,493,5197,0,Rio de Janeiro,Desempregado,1449
57,826,7253,0,Porto Alegre,Estudante,1620
21,431,5596,0,Rio de Janeiro,Empresário,10784
31,653,4650,0,Fortaleza,Assalariado,2506
28,598,7300,1,Rio de Janeiro,Assalariado,2728
20,848,10215,0,Rio de Janeiro,Autônomo,5755
42,633,4524,0,Rio de Janeiro,Autônomo,4021
20,314,3711,1,Porto Alegre,Desempregado,1215
61,567,4951,1,Rio de Janeiro,Desempregado,1086
52,347,3062,1,Salvador,Assalariado,2523
51,454,6380,0,Porto Alegre,Empresário,9539
57,422,6076,1,Salvador,Empresário,10330
54,590,5505,0,Porto Alegre,Empresário,10027
20,446,6100,1,São Paulo,Desempregado,82
47,640,5718,0,Porto Alegre,Empresário,10827
32,315,2056,0,Fortaleza,Estudante,1428
30,566,4226,1,Belo Horizonte,Assalariado,2159
67,669,6358,0,Porto Alegre,Empresário,10662
27,715,6340,0,Salvador,Estudante,1810
59,565,6258,1,Fortaleza,Estudante,477
66,304,3284,1,São Paulo,Estudante,1445
50,762,7463,0,Rio de Janeiro,Autônomo,4748
66,537,5171,0,Rio de Janeiro,Desempregado,1220
21,608,7365,0,Rio de Janeiro,Empresário,10594
58,582,3961,1,Rio de Janeiro,Assalariado,3475
48,331,4891,0,Salvador,Empresário,9067
56,545,4329,0,Fortaleza,Autônomo,5959
35,515,4336,0,Porto Alegre,Autônomo,4560
66,700,7713,0,Porto Alegre,Empresário,9766
60,692,8737,1,Rio de Janeiro,Empresário,10512
31,657,6838,0,Fortaleza,Assalariado,2286
56,548,4710,0,Fortaleza,Autônomo,5206
50,794,7853,1,São Paulo,Desempregado,738
47,380,5748,0,Salvador,Assalariado,3133
43,788,9520,1,São Paulo,Assalariado,3932
69,507,3071,1,Rio de Janeiro,Autônomo,4413
57,693,6700,0,Salvador,Desempregado,-183
53,465,5215,1,Fortaleza,Autônomo,4326
62,478,4151,1,Salvador,Empresário,9678
59,306,1696,1,São Paulo,Autônomo,4744
21,688,7512,0,Porto Alegre,Desempregado,1235
38,346,2746,1,Fortaleza,Autônomo,5420
40,487,4577,1,São Paulo,Empresário,10707
64,302,2561,1,Fortaleza,Desempregado,487
66,648,5370,0,Porto Alegre,Estudante,483
69,605,4995,0,Salvador,Desempregado,412
68,325,2313,0,São Paulo,Desempregado,678
64,662,7901,0,Fortaleza,Autônomo,4760
22,314,5075,0,Fortaleza,Empresário,9394
55,387,5538,0,Salvador,Autônomo,5173
59,807,9898,0,São Paulo,Assalariado,3612
34,837,10226,0,São Paulo,Desempregado,559
55,650,5715,0,Salvador,Empresário,10561
40,598,4554,1,Porto Alegre,Autônomo,5334
33,762,8820,0,São Paulo,Desempregado,1262
44,752,7545,1,Belo Horizonte,Estudante,630
24,654,7385,0,Salvador,Empresário,9731
20,402,4412,1,Salvador,Assalariado,3045
31,438,3470,1,Fortaleza,Assalariado,2221
32,849,9271,0,Porto Alegre,Assalariado,2032
47,638,8308,0,Salvador,Assalariado,2502
20,655,8064,0,Fortaleza,Autônomo,4763
40,543,5162,1,São Paulo,Estudante,1487
61,485,6507,0,Fortaleza,Estudante,1232
49,736,5979,0,Fortaleza,Assalariado,2389
33,622,8194,1,São Paulo,Estudante,749
29,585,6874,0,Porto Alegre,Assalariado,2123
27,837,8949,0,Salvador,Autônomo,5958
54,620,4526,0,São Paulo,Autônomo,5448
66,780,9651,0,Belo Horizonte,Assalariado,2129
59,454,3451,1,Salvador,Autônomo,4800
63,421,6162,0,Porto Alegre,Estudante,69
59,307,1442,0,Porto Alegre,Empresário,9145
55,795,9694,0,São Paulo,Estudante,968
50,696,7023,0,Porto Alegre,Desempregado,1489
28,620,5370,0,Salvador,Estudante,1890
52,609,6964,0,Fortaleza,Autônomo,4708
64,592,7546,0,Rio de Janeiro,Empresário,9634
60,333,3153,1,Porto Alegre,Estudante,1393
35,731,7606,0,Porto Alegre,Desempregado,-34
65,454,5402,1,Rio de Janeiro,Empresário,9839
47,469,6144,0,Rio de Janeiro,Estudante,966
26,717,6133,0,Belo Horizonte,Desempregado,446
51,331,2056,1,Belo Horizonte,Autônomo,5555
58,818,7501,0,São Paulo,Empresário,9710
65,688,6345,0,São Paulo,Autônomo,5794
69,789,6758,0,Fortaleza,Estudante,1356
47,788,9118,0,Rio de Janeiro,Assalariado,2419
37,478,4651,1,Rio de Janeiro,Autônomo,4180
33,319,3308,0,Fortaleza,Empresário,10916
59,331,3281,1,Belo Horizonte,Estudante,806
51,386,2120,1,Belo Horizonte,Desempregado,1311
69,606,6687,1,Salvador,Assalariado,3097
54,488,4863,0,Porto Alegre,Estudante,1498
