Subscription Date,Churn Date,Customer Segment,Churn Reason,Subscription Duration (days),Acquisition Channel,Call Minutes (monthly),Data Usage (MB monthly),Location
2023-01-24,,pós-pago,,,Publicidade Tradicional,383,397,TX
2022-10-01,,pré-pago,,,Publicidade Tradicional,585,3446,FL
2023-01-27,,pré-pago,,,Publicidade Tradicional,560,2185,TX
2022-09-05,,pré-pago,,,Busca Online,188,3214,NY
2023-01-17,,pós-pago,,,Busca Online,187,3626,FL
2022-09-03,,pós-pago,,,Busca Online,859,1564,FL
2023-03-01,2023-03-09,pré-pago,,8.0,Busca Online,555,1192,NY
2022-09-21,,pós-pago,,,Redes Sociais,218,3113,WA
2023-08-12,,pré-pago,,,Busca Online,182,4795,FL
2023-04-29,,pré-pago,,,Busca Online,891,3020,WA
2023-06-27,,pré-pago,,,Busca Online,638,4284,CA
2023-08-22,,pós-pago,,,Referência,193,3794,FL
2023-04-06,2023-10-25,pós-pago,Preço,202.0,Busca Online,867,2426,FL
2023-07-03,,pré-pago,,,Publicidade Tradicional,965,3138,WA
2022-11-04,,pós-pago,,,Referência,654,4297,FL
2023-05-02,,pós-pago,,,Busca Online,380,1572,CA
2022-09-11,,pós-pago,,,Publicidade Tradicional,54,1869,FL
2023-01-05,,pré-pago,,,Busca Online,351,3485,CA
2022-10-03,,pré-pago,,,Redes Sociais,628,3079,IL
2022-10-29,,pré-pago,,,Redes Sociais,996,395,FL
2022-09-13,,pós-pago,,,Busca Online,436,1333,WA
2023-04-06,2023-10-26,pós-pago,Preço,203.0,Referência,537,3622,CA
2022-10-19,2023-08-01,pós-pago,,286.0,Redes Sociais,515,1602,NY
2022-11-04,2023-03-13,pré-pago,,129.0,Redes Sociais,456,4728,NY
2023-02-23,,pré-pago,,,Referência,283,2567,IL
2022-12-22,,pré-pago,,,Redes Sociais,97,3665,WA
2023-01-06,,pré-pago,,,Busca Online,334,4658,CA
2022-10-02,,pré-pago,,,Publicidade Tradicional,998,105,WA
2023-03-18,,pós-pago,,,Referência,329,3151,NY
2023-07-15,,pré-pago,,,Busca Online,221,3134,NY
2022-12-30,,pós-pago,,,Referência,165,650,IL
2023-04-09,2023-08-29,pré-pago,,142.0,Redes Sociais,371,1393,NY
2023-07-06,,pré-pago,,,Redes Sociais,241,4512,FL
2022-10-17,,pós-pago,,,Busca Online,456,2862,IL
2023-01-14,,pós-pago,,,Publicidade Tradicional,21,358,FL
2022-09-08,,pré-pago,,,Publicidade Tradicional,85,1201,FL
2022-10-02,,pós-pago,,,Redes Sociais,215,1892,CA
2023-03-30,,pós-pago,,,Publicidade Tradicional,80,4457,CA
2023-01-31,,pré-pago,,,Busca Online,826,949,WA
2023-05-27,,pré-pago,,,Redes Sociais,13,2562,IL
2023-03-22,,pós-pago,,,Referência,231,1624,IL
2023-04-08,,pré-pago,,,Redes Sociais,354,792,CA
2023-07-01,,pós-pago,,,Busca Online,501,3148,WA
2022-11-19,,pré-pago,,,Redes Sociais,673,1986,FL
2023-03-12,,pós-pago,,,Publicidade Tradicional,801,3687,IL
2023-04-20,,pós-pago,,,Redes Sociais,405,4633,NY
2023-02-12,,pré-pago,,,Referência,254,2917,FL
2023-07-23,2024-02-17,pós-pago,Qualidade do Serviço,209.0,Redes Sociais,474,787,FL
2022-11-11,,pós-pago,,,Busca Online,813,4735,WA
2022-12-17,,pós-pago,,,Publicidade Tradicional,480,3536,NY
2022-09-25,,pré-pago,,,Referência,974,1707,NY
2022-10-25,,pós-pago,,,Redes Sociais,501,727,NY
2022-12-19,,pré-pago,,,Redes Sociais,221,3904,IL
2023-03-02,,pré-pago,,,Redes Sociais,111,1025,WA
2022-10-30,,pós-pago,,,Referência,242,3377,IL
2023-08-13,,pós-pago,,,Busca Online,184,3614,NY
2023-08-10,2023-10-23,pós-pago,Atendimento ao Cliente,74.0,Busca Online,540,1614,NY
2022-09-11,,pré-pago,,,Busca Online,87,4818,CA
2022-12-27,,pré-pago,,,Busca Online,801,4187,FL
2023-04-19,,pré-pago,,,Referência,201,4636,WA
2022-09-29,,pré-pago,,,Publicidade Tradicional,667,2660,IL
2023-07-03,,pós-pago,,,Redes Sociais,146,390,TX
2022-09-01,,pré-pago,,,Busca Online,400,2952,WA
2023-08-21,2024-04-17,pós-pago,Atendimento ao Cliente,240.0,Redes Sociais,979,1453,IL
2023-08-07,,pós-pago,,,Referência,432,2955,NY
2022-09-28,,pré-pago,,,Publicidade Tradicional,23,1089,TX
2022-11-28,,pré-pago,,,Busca Online,402,2348,CA
2023-03-02,,pré-pago,,,Publicidade Tradicional,488,1948,FL
2022-11-28,,pós-pago,,,Publicidade Tradicional,599,1792,CA
2022-12-07,,pré-pago,,,Redes Sociais,703,3890,CA
2023-03-05,2023-12-06,pós-pago,,276.0,Publicidade Tradicional,890,1962,IL
2023-02-26,,pré-pago,,,Referência,344,4662,TX
2022-10-05,,pós-pago,,,Publicidade Tradicional,168,2392,WA
2023-04-08,,pré-pago,,,Redes Sociais,586,2613,IL
2022-12-18,,pré-pago,,,Redes Sociais,922,3368,WA
2022-11-25,,pré-pago,,,Redes Sociais,517,4793,FL
2022-12-29,,pós-pago,,,Busca Online,816,776,TX
2022-12-04,,pré-pago,,,Redes Sociais,244,1914,IL
2023-04-01,,pré-pago,,,Redes Sociais,628,2332,NY
2022-12-19,,pós-pago,,,Publicidade Tradicional,760,555,TX
2023-06-13,,pré-pago,,,Referência,125,1166,FL
2022-10-01,,pós-pago,,,Busca Online,329,658,TX
2023-05-26,,pós-pago,,,Publicidade Tradicional,804,2786,TX
2023-04-07,,pós-pago,,,Publicidade Tradicional,62,2761,TX
2023-05-25,,pós-pago,,,Busca Online,683,3077,NY
2023-07-10,,pós-pago,,,Referência,412,1224,CA
2022-12-24,,pós-pago,,,Busca Online,441,1634,FL
2023-02-23,,pós-pago,,,Publicidade Tradicional,649,2460,TX
2023-06-15,2024-05-08,pós-pago,Preço,328.0,Busca Online,164,2788,IL
2023-07-17,2023-08-24,pós-pago,Atendimento ao Cliente,38.0,Redes Sociais,427,1775,FL
2023-03-24,,pós-pago,,,Referência,376,1156,NY
2022-09-26,,pós-pago,,,Publicidade Tradicional,265,4097,WA
2023-07-25,,pós-pago,,,Busca Online,718,4591,WA
2022-12-26,,pós-pago,,,Publicidade Tradicional,875,3250,WA
2022-11-15,,pós-pago,,,Redes Sociais,884,2153,TX
2022-10-26,,pré-pago,,,Referência,786,3637,NY
2022-10-13,,pré-pago,,,Publicidade Tradicional,669,4691,TX
2023-08-04,,pós-pago,,,Redes Sociais,326,4000,IL
2023-07-22,,pré-pago,,,Redes Sociais,766,4858,NY
2022-12-23,2023-04-17,pré-pago,,115.0,Redes Sociais,56,1794,NY
2022-12-13,2023-06-17,pós-pago,Mudança para concorrente,186.0,Redes Sociais,757,3289,IL
2022-10-23,,pós-pago,,,Publicidade Tradicional,841,697,CA
2022-10-22,,pós-pago,,,Redes Sociais,730,3375,TX
2023-02-01,,pré-pago,,,Busca Online,451,2664,CA
2023-04-08,,pré-pago,,,Referência,412,1796,FL
2023-08-05,,pós-pago,,,Referência,998,2758,IL
2023-01-03,,pós-pago,,,Busca Online,572,3518,TX
2022-10-11,,pré-pago,,,Referência,309,2963,IL
2023-07-29,,pré-pago,,,Redes Sociais,503,395,WA
2023-06-10,2023-06-21,pós-pago,,11.0,Referência,489,944,TX
2022-11-13,,pós-pago,,,Publicidade Tradicional,827,541,IL
2023-03-15,,pré-pago,,,Redes Sociais,43,1846,WA
2023-02-20,,pós-pago,,,Referência,650,1767,FL
2023-08-06,2023-12-08,pré-pago,Qualidade do Serviço,124.0,Publicidade Tradicional,407,3778,WA
2022-10-18,,pós-pago,,,Referência,210,362,FL
2022-10-04,,pós-pago,,,Referência,972,4012,FL
2023-04-07,,pré-pago,,,Publicidade Tradicional,409,3376,FL
2023-06-20,2023-08-01,pós-pago,Atendimento ao Cliente,42.0,Publicidade Tradicional,779,605,TX
2023-04-19,,pós-pago,,,Busca Online,879,4577,WA
2022-10-02,2023-03-03,pré-pago,,152.0,Publicidade Tradicional,804,512,NY
2023-01-16,,pós-pago,,,Publicidade Tradicional,120,3994,CA
2023-07-26,,pré-pago,,,Busca Online,846,1856,WA
2023-08-22,,pós-pago,,,Busca Online,441,1963,FL
2023-03-12,,pré-pago,,,Referência,756,1833,TX
2022-10-06,,pós-pago,,,Redes Sociais,247,4838,TX
2022-10-12,2023-05-25,pós-pago,Atendimento ao Cliente,225.0,Referência,926,1480,IL
2023-04-17,,pós-pago,,,Publicidade Tradicional,514,2962,CA
2023-07-12,,pré-pago,,,Redes Sociais,573,2125,FL
2022-10-23,,pós-pago,,,Busca Online,799,3612,IL
2023-06-07,,pós-pago,,,Busca Online,562,1941,WA
2023-01-09,,pré-pago,,,Referência,418,3743,FL
2023-05-03,,pré-pago,,,Publicidade Tradicional,255,4977,WA
2023-02-27,,pós-pago,,,Referência,71,3996,NY
2023-02-18,,pré-pago,,,Redes Sociais,248,1941,WA
2023-07-17,,pós-pago,,,Busca Online,551,2275,WA
2023-02-09,,pré-pago,,,Publicidade Tradicional,659,2208,FL
2023-02-05,,pós-pago,,,Redes Sociais,596,187,WA
2023-08-25,,pré-pago,,,Busca Online,932,3693,TX
2023-07-24,,pré-pago,,,Referência,899,2867,IL
2022-12-02,,pré-pago,,,Redes Sociais,340,499,NY
2022-12-25,,pós-pago,,,Publicidade Tradicional,375,885,IL
2022-09-19,,pós-pago,,,Redes Sociais,728,1682,NY
2023-06-24,,pré-pago,,,Referência,260,4841,FL
2023-04-12,2023-12-19,pré-pago,Atendimento ao Cliente,251.0,Busca Online,651,3085,TX
2023-04-05,,pós-pago,,,Publicidade Tradicional,42,2203,CA
2023-02-16,,pré-pago,,,Publicidade Tradicional,468,1653,IL
2023-08-23,,pré-pago,,,Publicidade Tradicional,455,1431,WA
2023-08-14,,pós-pago,,,Referência,516,4898,TX
2023-08-08,,pré-pago,,,Referência,480,5000,TX
2023-04-09,,pré-pago,,,Referência,31,2041,FL
2022-10-13,,pré-pago,,,Busca Online,791,3706,FL
2023-05-30,,pré-pago,,,Redes Sociais,156,3675,WA
2023-04-23,,pré-pago,,,Redes Sociais,458,710,CA
2023-03-12,,pós-pago,,,Busca Online,470,810,IL
2023-04-23,2024-01-29,pré-pago,Mudança para concorrente,281.0,Redes Sociais,367,3605,FL
2023-04-02,,pós-pago,,,Busca Online,222,570,WA
2022-10-02,,pós-pago,,,Referência,901,1838,TX
2022-11-09,,pré-pago,,,Publicidade Tradicional,411,3130,IL
2023-03-01,2024-01-25,pós-pago,Mudança para concorrente,330.0,Publicidade Tradicional,161,4641,FL
2023-01-02,,pós-pago,,,Busca Online,739,1685,CA
2023-05-04,,pós-pago,,,Busca Online,71,1800,IL
2022-11-13,,pré-pago,,,Referência,266,330,FL
2023-08-19,,pré-pago,,,Redes Sociais,61,2196,TX
2023-05-06,,pré-pago,,,Publicidade Tradicional,484,4343,IL
2023-08-06,,pré-pago,,,Publicidade Tradicional,991,1376,IL
2022-10-06,,pós-pago,,,Redes Sociais,285,1097,FL
2023-01-12,,pós-pago,,,Busca Online,389,3174,WA
2022-10-08,,pré-pago,,,Redes Sociais,75,1278,TX
2023-06-05,2023-07-07,pré-pago,,32.0,Referência,934,363,TX
2022-09-28,2023-08-19,pós-pago,Qualidade do Serviço,325.0,Busca Online,263,1930,IL
2022-12-25,,pré-pago,,,Publicidade Tradicional,187,4063,FL
2022-09-16,,pós-pago,,,Redes Sociais,323,355,WA
2023-01-09,,pós-pago,,,Referência,533,2449,FL
2022-11-01,2023-04-06,pós-pago,Mudança para concorrente,156.0,Publicidade Tradicional,224,4691,WA
2022-11-03,,pós-pago,,,Redes Sociais,987,2627,WA
2022-12-14,,pós-pago,,,Redes Sociais,871,4523,IL
2022-10-14,,pré-pago,,,Publicidade Tradicional,116,2423,TX
2023-07-15,2023-08-31,pré-pago,Preço,47.0,Redes Sociais,615,4808,NY
2022-11-14,,pré-pago,,,Publicidade Tradicional,799,202,CA
2023-02-25,,pós-pago,,,Redes Sociais,627,4286,NY
2023-01-21,,pós-pago,,,Referência,346,3635,NY
2023-08-05,,pré-pago,,,Referência,428,2815,CA
2023-07-08,,pré-pago,,,Referência,523,2436,IL
2022-10-11,,pós-pago,,,Busca Online,170,3975,TX
2023-04-19,2023-04-26,pós-pago,Atendimento ao Cliente,7.0,Referência,594,1303,CA
2023-07-17,,pré-pago,,,Redes Sociais,812,1420,WA
2023-01-18,,pós-pago,,,Publicidade Tradicional,271,3488,FL
2023-04-09,,pré-pago,,,Busca Online,355,4508,WA
2022-11-09,,pré-pago,,,Busca Online,84,4304,TX
2022-10-04,,pós-pago,,,Redes Sociais,163,4275,WA
2023-06-05,,pós-pago,,,Redes Sociais,602,2096,IL
2023-06-14,2023-11-30,pós-pago,Preço,169.0,Referência,401,202,FL
2023-01-13,,pré-pago,,,Busca Online,777,595,CA
2023-04-21,,pré-pago,,,Redes Sociais,676,2439,CA
2022-10-23,,pós-pago,,,Busca Online,273,1062,CA
2022-10-23,,pré-pago,,,Redes Sociais,482,2412,CA
2022-11-11,,pós-pago,,,Redes Sociais,465,4223,IL
2023-03-12,,pós-pago,,,Busca Online,129,2116,IL
2022-10-15,,pré-pago,,,Redes Sociais,712,4926,WA
2023-02-21,,pós-pago,,,Busca Online,35,116,TX
2023-05-06,,pós-pago,,,Busca Online,35,4319,IL
2023-07-04,2024-01-20,pré-pago,Qualidade do Serviço,200.0,Publicidade Tradicional,56,1037,NY
2022-12-29,,pós-pago,,,Busca Online,744,1348,FL
2022-11-02,,pós-pago,,,Busca Online,218,4271,WA
2022-09-22,,pré-pago,,,Redes Sociais,426,845,IL
2023-05-08,2023-05-11,pós-pago,,3.0,Busca Online,442,1485,FL
2023-08-10,2024-02-27,pré-pago,,201.0,Referência,880,958,CA
2022-09-21,,pré-pago,,,Busca Online,655,581,WA
2023-08-15,,pós-pago,,,Busca Online,912,3828,WA
2023-01-19,,pós-pago,,,Redes Sociais,802,3794,CA
2022-12-07,,pós-pago,,,Busca Online,272,911,TX
2023-08-12,,pré-pago,,,Publicidade Tradicional,142,2840,IL
2022-11-25,,pré-pago,,,Busca Online,397,2336,CA
2022-12-10,,pré-pago,,,Publicidade Tradicional,298,4875,TX
2023-02-19,,pós-pago,,,Redes Sociais,348,4944,WA
2023-07-16,,pós-pago,,,Redes Sociais,155,3652,CA
2023-02-15,2023-09-29,pré-pago,Preço,226.0,Busca Online,509,2746,TX
2023-07-13,,pré-pago,,,Busca Online,141,1109,IL
2023-04-06,,pré-pago,,,Redes Sociais,353,2581,IL
2022-09-01,,pré-pago,,,Redes Sociais,971,1990,IL
2023-08-23,2024-04-22,pré-pago,Atendimento ao Cliente,243.0,Publicidade Tradicional,285,907,IL
2023-02-26,,pós-pago,,,Redes Sociais,660,3375,NY
2023-07-11,,pós-pago,,,Publicidade Tradicional,50,3512,NY
2022-10-24,,pré-pago,,,Referência,540,3316,IL
2023-01-18,,pré-pago,,,Referência,844,4463,WA
2022-09-22,,pós-pago,,,Redes Sociais,887,152,CA
2022-09-17,2022-10-10,pós-pago,Qualidade do Serviço,23.0,Referência,115,445,TX
2023-05-16,,pós-pago,,,Referência,879,745,WA
2023-05-24,2024-01-28,pós-pago,Mudança para concorrente,249.0,Busca Online,571,2244,IL
2022-12-31,,pós-pago,,,Referência,36,1869,FL
2023-06-19,,pós-pago,,,Busca Online,348,3807,TX
2023-07-16,2024-06-01,pós-pago,Qualidade do Serviço,321.0,Redes Sociais,234,1821,FL
2023-06-08,2023-07-11,pré-pago,Mudança para concorrente,33.0,Redes Sociais,561,4338,WA
2023-01-04,,pós-pago,,,Busca Online,624,3925,WA
2023-02-25,,pré-pago,,,Referência,231,1619,CA
2023-08-08,,pós-pago,,,Busca Online,444,1545,NY
2022-10-04,,pré-pago,,,Referência,340,1836,IL
2022-09-27,,pré-pago,,,Publicidade Tradicional,893,4639,WA
2023-07-21,,pós-pago,,,Referência,155,2996,IL
2023-06-19,,pós-pago,,,Busca Online,552,4834,IL
2022-11-25,,pré-pago,,,Redes Sociais,952,3078,FL
2023-08-14,,pós-pago,,,Publicidade Tradicional,310,4443,FL
2023-07-08,,pré-pago,,,Busca Online,889,3212,TX
2023-06-26,2023-07-22,pós-pago,Mudança para concorrente,26.0,Referência,711,3951,TX
2023-06-09,2024-03-07,pré-pago,Mudança para concorrente,272.0,Referência,449,2710,TX
2023-06-01,,pré-pago,,,Busca Online,737,4618,TX
2023-06-08,,pós-pago,,,Redes Sociais,352,2714,IL
2023-08-23,,pré-pago,,,Busca Online,819,4900,CA
2023-05-05,,pós-pago,,,Redes Sociais,906,2815,FL
2023-06-06,,pós-pago,,,Busca Online,843,531,IL
2022-11-10,,pós-pago,,,Busca Online,550,3594,FL
2022-12-05,,pós-pago,,,Publicidade Tradicional,395,630,IL
2023-08-03,,pré-pago,,,Publicidade Tradicional,712,563,IL
2022-09-16,2023-08-06,pré-pago,Mudança para concorrente,324.0,Publicidade Tradicional,101,1724,NY
2022-11-13,,pós-pago,,,Referência,792,1186,CA
2022-10-05,,pré-pago,,,Publicidade Tradicional,15,295,WA
2022-11-29,2023-08-03,pós-pago,Atendimento ao Cliente,247.0,Referência,891,4936,TX
2023-05-17,,pós-pago,,,Redes Sociais,996,136,WA
2023-06-17,,pré-pago,,,Busca Online,655,3138,WA
2022-09-05,2023-01-08,pré-pago,Preço,125.0,Busca Online,905,3055,WA
2023-07-01,2023-12-16,pós-pago,Mudança para concorrente,168.0,Referência,327,1274,TX
2023-02-12,,pré-pago,,,Busca Online,735,2503,TX
2023-07-08,,pós-pago,,,Busca Online,405,3121,NY
2022-09-06,,pós-pago,,,Publicidade Tradicional,226,784,WA
2023-04-09,,pós-pago,,,Busca Online,682,778,WA
2023-05-04,,pós-pago,,,Redes Sociais,577,1096,TX
2022-09-14,,pós-pago,,,Redes Sociais,856,3888,CA
2023-04-24,,pré-pago,,,Busca Online,47,1288,IL
2022-09-10,,pré-pago,,,Busca Online,563,2739,WA
2022-12-13,,pós-pago,,,Publicidade Tradicional,727,207,TX
2023-03-15,,pré-pago,,,Busca Online,631,3613,FL
2023-05-24,2023-10-19,pós-pago,Preço,148.0,Referência,885,2971,NY
2023-04-25,,pré-pago,,,Referência,470,1280,IL
2023-02-17,,pré-pago,,,Busca Online,219,630,IL
2023-08-27,,pré-pago,,,Referência,265,1379,WA
2023-01-20,,pré-pago,,,Busca Online,74,4785,WA
2022-10-27,,pós-pago,,,Referência,443,4730,TX
2023-06-26,,pós-pago,,,Redes Sociais,46,1593,IL
2022-12-17,2023-07-16,pós-pago,Qualidade do Serviço,211.0,Redes Sociais,109,4276,NY
2022-10-04,,pós-pago,,,Redes Sociais,709,1401,TX
2023-01-31,,pré-pago,,,Redes Sociais,46,3060,FL
2023-05-05,,pós-pago,,,Referência,69,1210,NY
2022-10-17,2023-01-12,pós-pago,Preço,87.0,Redes Sociais,204,4386,IL
2022-11-06,,pré-pago,,,Publicidade Tradicional,991,1126,CA
2023-04-18,,pós-pago,,,Publicidade Tradicional,464,652,TX
2022-10-04,2022-11-05,pré-pago,Atendimento ao Cliente,32.0,Redes Sociais,14,2335,NY
2022-12-28,2023-02-22,pré-pago,Mudança para concorrente,56.0,Referência,474,666,IL
2023-06-16,2023-08-05,pós-pago,Atendimento ao Cliente,50.0,Busca Online,807,3087,FL
2023-08-27,,pós-pago,,,Redes Sociais,706,1889,CA
2023-07-04,,pós-pago,,,Redes Sociais,519,3221,WA
2023-05-08,,pós-pago,,,Publicidade Tradicional,858,4975,FL
2023-07-03,,pós-pago,,,Redes Sociais,426,1363,CA
2022-12-25,,pós-pago,,,Busca Online,185,3697,CA
2023-04-12,,pós-pago,,,Referência,511,1344,NY
2023-03-05,,pós-pago,,,Referência,681,1345,CA
2023-08-09,,pré-pago,,,Busca Online,381,4357,WA
2023-07-28,,pré-pago,,,Publicidade Tradicional,637,1539,IL
2023-07-01,2024-04-15,pré-pago,Atendimento ao Cliente,289.0,Redes Sociais,54,3619,FL
2023-05-27,,pós-pago,,,Busca Online,25,198,IL
2023-04-14,,pós-pago,,,Publicidade Tradicional,935,3432,FL
2023-02-24,2024-01-12,pós-pago,Mudança para concorrente,322.0,Busca Online,225,963,NY
2023-08-21,,pré-pago,,,Referência,225,1477,TX
2023-03-16,2023-06-08,pós-pago,Qualidade do Serviço,84.0,Redes Sociais,745,1558,FL
2023-07-16,,pré-pago,,,Publicidade Tradicional,519,2763,IL
2023-03-24,,pós-pago,,,Publicidade Tradicional,929,1401,FL
2023-04-12,,pré-pago,,,Redes Sociais,211,2090,IL
2023-05-08,,pré-pago,,,Redes Sociais,511,4357,NY
2023-04-02,,pós-pago,,,Busca Online,45,2716,CA
2023-06-17,,pré-pago,,,Referência,658,2048,TX
2023-02-23,,pós-pago,,,Busca Online,725,4782,NY
2023-07-23,,pré-pago,,,Redes Sociais,756,4577,CA
2022-11-17,2023-05-24,pós-pago,Mudança para concorrente,188.0,Publicidade Tradicional,660,1076,FL
2023-06-21,,pré-pago,,,Busca Online,801,449,NY
2023-08-04,,pós-pago,,,Referência,501,4174,IL
2023-02-04,,pós-pago,,,Referência,637,191,NY
2023-06-14,,pré-pago,,,Publicidade Tradicional,368,3825,NY
2023-03-11,2023-05-31,pós-pago,Preço,81.0,Publicidade Tradicional,653,1769,CA
2022-11-04,,pós-pago,,,Redes Sociais,348,4701,NY
2022-09-15,,pré-pago,,,Busca Online,631,1797,NY
2023-08-11,,pós-pago,,,Referência,974,916,WA
2023-02-11,,pré-pago,,,Busca Online,547,3843,CA
2023-08-23,,pré-pago,,,Redes Sociais,429,4242,TX
2022-12-28,,pós-pago,,,Publicidade Tradicional,492,2116,TX
2023-03-29,,pré-pago,,,Referência,55,2800,TX
2023-06-14,,pré-pago,,,Busca Online,73,4236,TX
2023-06-05,,pós-pago,,,Publicidade Tradicional,98,4867,CA
2022-12-17,,pré-pago,,,Referência,207,2467,IL
2023-01-11,,pós-pago,,,Redes Sociais,799,2607,IL
2023-04-26,,pré-pago,,,Busca Online,209,3415,TX
2022-12-08,,pós-pago,,,Publicidade Tradicional,412,1022,WA
2023-08-29,2023-10-08,pré-pago,Atendimento ao Cliente,40.0,Referência,405,3729,TX
2023-05-26,2023-06-18,pré-pago,Preço,23.0,Referência,964,1824,TX
2023-03-09,,pré-pago,,,Redes Sociais,289,3924,NY
2022-10-12,,pós-pago,,,Busca Online,641,4390,CA
2023-04-07,,pós-pago,,,Publicidade Tradicional,373,1575,NY
2022-10-16,,pré-pago,,,Redes Sociais,741,4620,WA
2022-12-31,,pós-pago,,,Publicidade Tradicional,728,4873,NY
2022-10-30,2023-06-18,pós-pago,Qualidade do Serviço,231.0,Redes Sociais,400,3997,IL
2022-10-17,,pré-pago,,,Redes Sociais,169,3445,TX
2022-10-12,,pré-pago,,,Publicidade Tradicional,559,3139,NY
2023-07-26,,pós-pago,,,Busca Online,912,3517,CA
2023-03-29,2024-03-01,pré-pago,Mudança para concorrente,338.0,Publicidade Tradicional,538,4030,CA
2022-09-27,,pós-pago,,,Publicidade Tradicional,566,4547,WA
2023-03-11,2023-11-01,pré-pago,,235.0,Publicidade Tradicional,974,989,TX
2022-09-03,,pré-pago,,,Redes Sociais,574,4857,NY
2023-02-27,,pós-pago,,,Busca Online,460,4495,CA
2022-09-13,,pré-pago,,,Referência,35,3067,WA
2022-12-15,,pós-pago,,,Busca Online,575,2753,TX
2022-12-13,2023-05-12,pós-pago,Atendimento ao Cliente,150.0,Busca Online,305,1690,WA
2023-05-19,2023-06-21,pré-pago,Atendimento ao Cliente,33.0,Busca Online,565,2599,FL
2023-03-05,2023-11-24,pré-pago,Qualidade do Serviço,264.0,Redes Sociais,450,2073,CA
2023-01-08,,pós-pago,,,Referência,168,4275,WA
2022-12-01,,pré-pago,,,Redes Sociais,400,1391,FL
2023-04-18,,pré-pago,,,Busca Online,971,2389,FL
2022-12-11,,pós-pago,,,Busca Online,677,3960,NY
2023-03-27,,pré-pago,,,Redes Sociais,110,4924,FL
2022-11-27,,pós-pago,,,Publicidade Tradicional,139,3898,WA
2023-08-15,,pré-pago,,,Redes Sociais,555,994,NY
2022-10-09,,pós-pago,,,Redes Sociais,114,4004,IL
2023-06-01,,pós-pago,,,Publicidade Tradicional,888,931,WA
2023-02-06,,pré-pago,,,Redes Sociais,739,943,TX
2023-01-10,,pós-pago,,,Publicidade Tradicional,908,3838,FL
2023-08-29,2024-04-29,pós-pago,Atendimento ao Cliente,244.0,Referência,479,4269,WA
2023-01-06,,pós-pago,,,Busca Online,156,4945,FL
2022-10-27,,pré-pago,,,Redes Sociais,471,2025,IL
2023-05-25,,pré-pago,,,Publicidade Tradicional,131,439,IL
2023-04-16,2023-12-08,pré-pago,Preço,236.0,Referência,627,1178,WA
2023-04-18,2024-02-02,pré-pago,Qualidade do Serviço,290.0,Referência,663,951,FL
2022-09-19,,pós-pago,,,Busca Online,465,4437,WA
2022-12-26,,pré-pago,,,Publicidade Tradicional,989,1982,NY
2023-04-25,,pós-pago,,,Redes Sociais,461,228,WA
2023-07-02,,pré-pago,,,Busca Online,212,4345,IL
2023-01-18,,pré-pago,,,Publicidade Tradicional,431,3222,WA
2023-03-20,2023-10-25,pós-pago,,219.0,Referência,97,3339,NY
2022-12-28,,pós-pago,,,Busca Online,521,1744,WA
2023-07-08,,pós-pago,,,Publicidade Tradicional,510,1162,TX
2023-07-13,2024-04-03,pós-pago,Qualidade do Serviço,265.0,Busca Online,220,4321,TX
2022-09-17,2022-10-09,pré-pago,Atendimento ao Cliente,22.0,Referência,661,3392,WA
2023-01-17,,pós-pago,,,Busca Online,13,854,IL
2023-02-27,,pós-pago,,,Busca Online,886,4307,TX
2023-03-20,,pré-pago,,,Redes Sociais,290,2718,CA
2023-05-14,,pré-pago,,,Referência,368,198,CA
